id,user_id,full_name,email,phone,nid_number,experience_years,services,district,area,address,latitude,longitude,gender,profile_photo,nid_verified,background_check_passed,police_clearance,average_rating,total_reviews,hourly_rate,created_at
44636bc0-0e95-499b-bdfc-0a26a04329bb,23101d81-1591-41fc-b729-e71d54049bcb,আঞ্জুমান খান,gia.schumm32@hotmail.com,+8801610163048,58578779714435,5,Diabetes Care|Post-Surgery Care|Companionship,Dhaka,Banani,"102, Banani",23.794064,90.415326,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=stEyh1u2,True,True,True,4.07,30,357,2025-10-04T18:00:15.343Z
39b20864-de2e-4b34-af53-2e7fec04599e,22f984d9-3f12-4a40-acfa-071d16c5ef4b,জাহানারা পারভীন,vernon19@hotmail.com,+8801530730834,14915005576893,8,Wound Care|Nursing|Physiotherapy|Rehabilitation|Diabetes Care|Mobility Assistance,Dhaka,Mogbazar,"76, Mogbazar",23.749651,90.401972,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=LcZSy5Jp,True,True,True,4.66,82,520,2025-04-06T18:00:15.343Z
04a3feef-17d2-4253-8cb1-291b6706e7f6,16a1679e-8a2e-47d3-98d0-1519fed26fb9,বেগম হক,ernestine48@yahoo.com,+8801573694996,84290823846632,13,Respiratory Care|Wound Care|Medication Management|Palliative Care|Mental Health Support|Mobility Assistance|Personal Care,Dhaka,Rampura,"74, Rampura",23.760275,90.42525,মহিলা,https://api.dicebear.com/7.x/avataaars/svg?seed=4rayg7Mi,True,True,True,4.7,117,544,2025-01-04T18:00:15.343Z
63b07cde-2b55-4e01-9cb5-8e2ae2c7d5d2,523b2c60-2130-40b0-b554-ed5d19ab7891,জাহানারা চৌধুরী,kale.williamson@yahoo.com,+8801920530766,71020978622974,12,Blood Pressure Monitoring|Meal Preparation|Diabetes Care|Mobility Assistance|Companionship|Physiotherapy|Medication Management|Rehabilitation,Dhaka,Khilgaon,"182, Khilgaon",23.750737,90.42428,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=rbCWBN99,True,True,True,4.69,31,588,2025-09-27T18:00:15.344Z
17237ff3-7b7f-4932-85e5-47dc068a8126,a178616b-8d2d-4154-a9d3-9dd2dddeff38,বেগম চৌধুরী,ismael_nienow48@hotmail.com,+8801549812424,85963787619449,1,Medication Management|Post-Surgery Care,Dhaka,Dhanmondi,"34, Dhanmondi",23.742367,90.375878,মহিলা,https://api.dicebear.com/7.x/avataaars/svg?seed=8s39XZmo,True,True,True,3.85,82,207,2025-11-12T18:00:15.344Z
70fa5dfd-dab3-45a4-ac6b-58d21d28fcc1,1136c68d-8f86-4df0-aa4f-44ac6b2e1dd8,শাহনাজ নাহার,kendra.muller@hotmail.com,+8801885191696,85703102110937,2,Physiotherapy|Post-Surgery Care|Nursing,Dhaka,Shyamoli,"110, Shyamoli",23.769803,90.37633,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=Y0fGj8jY,True,True,True,3.99,29,200,2025-09-29T18:00:15.344Z
50ec2c62-ef49-474b-9c75-a85b54cc4f9b,8ea54064-39ba-40a2-ba70-e2ad44809bce,সালমা হক,delmer.steuber42@yahoo.com,+8801614235985,50519084206102,13,Wound Care|Medication Management|Nursing|Physiotherapy|Rehabilitation|Post-Surgery Care|Dementia Care|Diabetes Care,Dhaka,Agargaon,"21, Agargaon",23.773804,90.381295,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=Y3ru8rBE,True,True,True,4.84,49,532,2025-06-14T18:00:15.344Z
a4820828-cfbc-40dc-acae-6d122df3db17,a570ab03-449c-4f79-b3aa-5caafd97fa6e,সালাম আহমেদ,una_murray@gmail.com,+8801409888521,13849275623103,13,Rehabilitation|Post-Surgery Care|Blood Pressure Monitoring|Dementia Care|Palliative Care|Mobility Assistance,Dhaka,Badda,"53, Badda",23.775867,90.422131,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=fUTUJhpt,True,True,True,4.88,70,593,2025-05-29T18:00:15.344Z
80ab0411-1549-4968-8054-fcfbd5786acf,7629080c-863b-4a90-9bc3-ae0562396e24,মাহমুদা আক্তার,alanis_kshlerin19@yahoo.com,+8801535764680,37752666039476,6,Post-Surgery Care|Medication Management|Personal Care|Companionship|Mobility Assistance,Dhaka,Dhanmondi,"2, Dhanmondi",23.74877,90.37619,মহিলা,https://api.dicebear.com/7.x/avataaars/svg?seed=kARsdecH,True,True,True,4.35,51,373,2025-02-13T18:00:15.345Z
c2b56b11-a620-44d2-92f9-959eaf49a8ac,3c66aba0-d160-46e3-a375-d80d6754aa7d,জাহিদ শিকদার,ronny_halvorson@hotmail.com,+8801718967005,63752658704261,8,Personal Care|Companionship|Wound Care|Post-Surgery Care|Diabetes Care|Mobility Assistance|Physiotherapy|Palliative Care,Dhaka,Kalyanpur,"102, Kalyanpur",23.777055,90.357577,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=I4avaDNq,True,True,True,4.91,102,596,2025-02-01T18:00:15.345Z
8c5e7835-4341-4c97-9c9a-ed23abf114cc,0cd7e56d-86d7-4e4f-8e24-37bf323a4cec,মোহাম্মদ ইসলাম,eveline_deckow85@gmail.com,+8801953076623,69357349163123,2,Personal Care|Mental Health Support,Dhaka,Agargaon,"123, Agargaon",23.775405,90.38515,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=UmE94Y8n,True,True,True,3.52,88,263,2025-01-03T18:00:15.345Z
248d83d8-73cb-42bc-ac17-fbdb0c84706a,2acee500-eaee-401d-9547-3f4281e226cd,জাহানারা সুলতানা,ollie2@gmail.com,+8801977225916,40354931743270,13,Respiratory Care|Mobility Assistance|Personal Care|Wound Care|Dementia Care,Dhaka,Badda,"16, Badda",23.788774,90.425734,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=6QrpyGbL,True,True,True,4.73,107,556,2025-04-23T18:00:15.345Z
b10eeb6a-04eb-4139-b7b2-77ada5377b31,d5754761-ca9b-41c8-b766-03297a7c1ab7,আবুল খান,noemie_bashirian@gmail.com,+8801635133638,79772130379736,8,Personal Care|Companionship|Dementia Care|Palliative Care|Meal Preparation,Dhaka,Shyamoli,"37, Shyamoli",23.760721,90.370122,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=XPN7D4aE,True,True,True,4.67,100,527,2025-03-14T18:00:15.346Z
366493d1-4659-4e75-ac24-2934f8edd5c3,7e3be05a-1b8b-4427-a1d1-797e7ce78628,বেগম রায়,kasey.pollich@hotmail.com,+8801493852448,33606091519512,3,Rehabilitation|Mental Health Support|Respiratory Care,Dhaka,Rampura,"149, Rampura",23.760411,90.421141,মহিলা,https://api.dicebear.com/7.x/avataaars/svg?seed=Bh0VOviX,True,True,True,4.09,111,385,2025-01-23T18:00:15.346Z
b5185190-62fe-4ff6-8195-44589a804a65,ba61ea8a-c403-4d44-bb96-eadba2670bf3,রফিক শিকদার,bettye.hirthe@yahoo.com,+8801325168054,71432959594765,10,Post-Surgery Care|Companionship|Mental Health Support|Blood Pressure Monitoring|Dementia Care|Wound Care,Dhaka,Motijheel,"151, Motijheel",23.741166,90.416437,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=kKD3cuWq,True,True,True,4.92,89,599,2025-01-11T18:00:15.346Z
d1f6190d-752c-4a73-ae3c-da6e872b011a,f0e61a2a-ddea-41b7-b837-13580f896490,খাদিজা বেগম,jessie35@yahoo.com,+8801992757711,28933535613528,11,Companionship|Nursing|Mobility Assistance|Wound Care|Medication Management,Dhaka,Badda,"50, Badda",23.772297,90.434725,মহিলা,https://api.dicebear.com/7.x/avataaars/svg?seed=ZlOSNhJL,True,True,True,4.82,57,576,2025-05-13T18:00:15.346Z
672fa461-788d-421f-8c18-eb8eca716654,77f82003-a4ec-475c-bc09-c260ae203795,বেগম শর্মা,sharon_koelpin37@gmail.com,+8801331984762,23280463478542,7,Medication Management|Nursing|Physiotherapy|Personal Care|Blood Pressure Monitoring|Diabetes Care|Respiratory Care,Dhaka,Mirpur,"24, Mirpur",23.813349,90.362663,মহিলা,https://api.dicebear.com/7.x/avataaars/svg?seed=1TlucUSY,True,True,True,4.76,108,522,2025-07-13T18:00:15.347Z
7f6660e6-cc03-4a5c-b5e8-ddfc2589044f,9fd63f8c-82ec-44a7-a9f7-b780ab493d92,রুমানা পারভীন,ben.glover28@yahoo.com,+8801318622766,14993397352341,14,Dementia Care|Palliative Care|Blood Pressure Monitoring|Personal Care|Medication Management|Post-Surgery Care|Wound Care|Rehabilitation,Dhaka,Mohammadpur,"126, Mohammadpur",23.770595,90.351067,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=RjkXMYga,True,True,True,4.55,55,514,2024-11-25T18:00:15.347Z
cba1684b-a752-455a-82c1-733d0a3db8b4,00146820-1ff4-44d0-9294-778d960ddd61,আলী চৌধুরী,abelardo_veum90@yahoo.com,+8801787233301,04877398312190,2,Respiratory Care|Physiotherapy,Dhaka,Badda,"63, Badda",23.772235,90.419413,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=9REpiqFq,True,True,True,3.98,58,236,2025-06-06T18:00:15.347Z
f878aa75-4ff5-43aa-b1e7-e5d93a97f86d,2cca8195-ccf7-4fb7-9bbb-0a015bcbb386,রোকেয়া শর্মা,waylon.mueller92@gmail.com,+8801624734665,66103525118093,12,Mental Health Support|Dementia Care|Diabetes Care|Medication Management|Mobility Assistance|Personal Care,Dhaka,Rampura,"91, Rampura",23.754232,90.434939,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=DMIXUgEU,True,True,True,4.73,27,525,2025-04-07T18:00:15.347Z
bd3dea2b-4e5b-422d-8251-98f7c2041ce1,99cababb-88c4-40f5-99ec-688fb6d413fb,বেগম রায়,austyn47@gmail.com,+8801824209700,36577312017897,6,Personal Care|Palliative Care|Respiratory Care|Post-Surgery Care|Companionship,Dhaka,Mirpur,"139, Mirpur",23.816094,90.37174,মহিলা,https://api.dicebear.com/7.x/avataaars/svg?seed=423Y05Ul,True,True,True,4.33,87,397,2025-01-26T18:00:15.348Z
72a37c59-c3f9-4d11-86d9-fe2562e14122,9dcf2df8-4520-48bd-a866-53d346968487,ফাতেমা পারভীন,rosella.zulauf59@yahoo.com,+8801915352125,83273908747037,13,Post-Surgery Care|Medication Management|Respiratory Care|Diabetes Care|Nursing|Meal Preparation|Palliative Care,Dhaka,Shyamoli,"112, Shyamoli",23.774155,90.370922,মহিলা,https://api.dicebear.com/7.x/avataaars/svg?seed=91s9z7VM,True,True,True,4.77,47,552,2025-07-08T18:00:15.348Z
1adc71b8-b7ba-487e-9055-e9a3aa31a196,63498619-4e6c-45de-8f45-6c858ff23058,সালমা আক্তার,gerry45@gmail.com,+8801568363879,62292433170221,14,Palliative Care|Respiratory Care|Blood Pressure Monitoring|Dementia Care|Mobility Assistance|Diabetes Care,Dhaka,Motijheel,"73, Motijheel",23.727654,90.419389,মহিলা,https://api.dicebear.com/7.x/avataaars/svg?seed=wW4iRtWb,True,True,True,4.89,57,594,2025-08-02T18:00:15.348Z
22146fd9-50b1-4f5d-b61f-695798131157,760ccb13-292f-4ff4-ac24-944c2095bc25,মোহাম্মদ আলী,lera77@hotmail.com,+8801407628710,98101128898946,5,Blood Pressure Monitoring|Wound Care|Personal Care,Dhaka,Motijheel,"18, Motijheel",23.739583,90.422739,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=vTOAFvtK,True,True,True,4.32,47,362,2025-01-20T18:00:15.349Z
c53f9732-493e-492c-9f39-d09c75f0e0ac,732cf8fe-d46a-4d66-aac2-b6d835fb7612,করিম হক,imelda_simonis@hotmail.com,+8801471746725,96790989577693,14,Post-Surgery Care|Companionship|Physiotherapy|Personal Care|Blood Pressure Monitoring|Meal Preparation|Medication Management|Mental Health Support,Dhaka,Uttara,"103, Uttara",23.875556,90.385335,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=OAeNRGSO,True,True,True,4.61,104,556,2025-01-05T18:00:15.349Z
77d4bfa0-d8bc-49ea-b4ff-a3bbbce7ce58,b1042226-17cf-4454-bf0d-c6dff2253e84,জাহানারা সুলতানা,kendrick50@hotmail.com,+8801535002624,61941086316139,2,Blood Pressure Monitoring|Mobility Assistance|Personal Care,Dhaka,Rampura,"45, Rampura",23.753575,90.433897,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=8Cex6Gd6,True,True,True,3.56,61,260,2025-09-10T18:00:15.349Z
2ee0ec1a-3fc2-483d-9440-3f939d6ebb5e,1cd23517-9e94-4500-9e67-b85b5e435487,তাসলিমা খান,maynard_cassin@gmail.com,+8801681104387,09371771025783,7,Physiotherapy|Post-Surgery Care|Personal Care|Rehabilitation|Blood Pressure Monitoring|Diabetes Care|Mobility Assistance|Nursing,Dhaka,Kalyanpur,"192, Kalyanpur",23.771964,90.362328,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=hVzYeIZe,True,True,True,4.54,59,509,2025-06-03T18:00:15.349Z
75657940-49e1-4938-8c36-7ff397e5439c,b7759bfd-b244-4c21-b5e7-e7eaa887c1da,রোকেয়া পারভীন,tavares66@gmail.com,+8801364039914,65508866919350,2,Mental Health Support|Palliative Care,Dhaka,Badda,"174, Badda",23.789696,90.419639,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=Tb1mzfN6,True,True,True,3.53,80,290,2025-07-18T18:00:15.350Z
ae6b7e1e-fb8f-419c-baed-fdba0b079b39,be201608-178e-4413-9d2e-ffac274f6f99,রুমানা চৌধুরী,kaia.marvin35@yahoo.com,+8801914446997,51488173909853,2,Blood Pressure Monitoring|Companionship,Dhaka,Shyamoli,"97, Shyamoli",23.772734,90.377753,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=GRGqeRCG,True,True,True,3.78,99,245,2025-02-08T18:00:15.350Z
93737f06-3fdc-4595-bc44-e773edb69d05,c3eb2db7-4817-4ab2-b9de-62129011d56e,রফিক খান,presley3@yahoo.com,+8801522849139,14303093669177,15,Meal Preparation|Companionship|Mobility Assistance|Medication Management|Blood Pressure Monitoring|Palliative Care,Dhaka,Khilgaon,"14, Khilgaon",23.752508,90.425,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=Brq76CNU,True,True,True,4.98,106,557,2025-05-30T18:00:15.350Z
62214e50-4704-4d46-b475-f8ddee64265e,5829d388-5e55-4b9f-a62c-53cccee06169,জাহানারা শর্মা,sophie_thiel@hotmail.com,+8801683956155,10664051126691,7,Diabetes Care|Personal Care|Palliative Care|Mobility Assistance|Companionship|Physiotherapy|Blood Pressure Monitoring,Dhaka,Badda,"194, Badda",23.78178,90.425862,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=mmFF3Zg1,True,True,True,4.73,28,581,2025-11-09T18:00:15.350Z
942422c9-3be0-4858-bd38-3819655fc679,10352728-90ff-4c97-9a9d-95b0ee098b30,রোকেয়া হক,eldridge42@gmail.com,+8801550372708,83584913301797,12,Meal Preparation|Physiotherapy|Companionship|Wound Care|Medication Management|Palliative Care|Respiratory Care|Personal Care,Dhaka,Khilgaon,"50, Khilgaon",23.738169,90.42173,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=RbYOSNiV,True,True,True,4.56,36,585,2024-12-05T18:00:15.350Z
23aa3359-f93a-4b32-a511-79820d8092f7,91497518-90a8-4194-ba7f-f96a2fce1504,রফিক আলী,bailey73@hotmail.com,+8801867386009,55476147508173,6,Mental Health Support|Respiratory Care|Wound Care|Physiotherapy|Personal Care,Dhaka,Rampura,"1, Rampura",23.758781,90.425537,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=OihqmiTe,True,True,True,4.17,100,367,2025-05-10T18:00:15.351Z
6d50fcd7-97f7-4544-a00a-5c46f5d5323c,90a371a2-2960-4e8d-b25f-18ab8a36a790,শাহনাজ শর্মা,emil.conn@hotmail.com,+8801866588227,18614070183048,9,Physiotherapy|Companionship|Personal Care|Post-Surgery Care|Palliative Care,Dhaka,Mohammadpur,"67, Mohammadpur",23.769482,90.35344,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=X07wiRfF,True,True,True,4.74,106,506,2025-02-08T18:00:15.351Z
6aa4445f-405a-4c3c-9746-59829c132696,793482c1-4ddc-405a-9d4d-99ba70a2e046,নাজমুল খান,marcelle98@gmail.com,+8801682007111,59947279441850,6,Post-Surgery Care|Physiotherapy|Nursing,Dhaka,Mohammadpur,"41, Mohammadpur",23.761056,90.354109,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=cKJV2dCo,True,True,True,4.34,118,380,2025-02-06T18:00:15.351Z
a5d6f82c-0d82-489a-8a81-1c80d7d643fb,430ccc94-734c-41a4-a36e-cf666c692172,সালমা শর্মা,katelynn97@yahoo.com,+8801671922595,30301087265969,6,Mental Health Support|Palliative Care|Post-Surgery Care|Nursing|Rehabilitation,Dhaka,Shyamoli,"125, Shyamoli",23.768826,90.371404,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=R3SngXCo,True,True,True,4.4,24,413,2025-01-20T18:00:15.351Z
fc2f22bd-ce48-45f5-9c60-4143194b000e,fd952825-7e8a-4026-bb8d-2541b183a675,নাজমুল চৌধুরী,rosalia19@hotmail.com,+8801735795223,98885797408479,4,Rehabilitation|Physiotherapy|Meal Preparation,Dhaka,Dhanmondi,"157, Dhanmondi",23.749152,90.375049,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=lQVmcg0Q,True,True,True,4.08,43,415,2025-04-10T18:00:15.351Z
d65da435-4b3c-4903-a06d-950bc4de5fe1,6d459c9a-993d-4eab-8383-a84f58088697,রুমানা রহমান,esteban85@yahoo.com,+8801322456038,63478705238198,7,Medication Management|Palliative Care|Blood Pressure Monitoring|Meal Preparation|Wound Care,Dhaka,Mogbazar,"142, Mogbazar",23.75435,90.398161,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=hhb4q6Fy,True,True,True,4.53,113,537,2025-08-15T18:00:15.352Z
462eda75-a77a-4a9c-874f-efa6ee214713,ae500d31-cc53-458d-8b7e-3d7f85c68a04,জাহানারা শর্মা,wendell89@gmail.com,+8801581601534,81477397028449,15,Meal Preparation|Physiotherapy|Mobility Assistance|Post-Surgery Care|Rehabilitation|Nursing|Medication Management,Dhaka,Mohammadpur,"8, Mohammadpur",23.762938,90.359758,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=pcLOVhtG,True,True,True,4.62,81,581,2025-04-18T18:00:15.352Z
e9f1e2a1-aab5-49b1-ab4f-789f24122986,32f7bdce-edb7-4f89-8808-6af2174c2133,খাদিজা আক্তার,leon.cartwright@yahoo.com,+8801793040833,70302468531656,6,Personal Care|Mental Health Support|Diabetes Care|Medication Management|Mobility Assistance,Dhaka,Dhanmondi,"140, Dhanmondi",23.746349,90.376555,মহিলা,https://api.dicebear.com/7.x/avataaars/svg?seed=PuRqUA34,True,True,True,4.36,56,378,2025-02-12T18:00:15.352Z
b538b0ad-3140-4828-82cc-a2cc58e1aa00,b84da352-d5ec-4e1f-bb35-8d23a90aa17b,রেহানা আক্তার,rosalia26@gmail.com,+8801400322837,21751802778733,10,Diabetes Care|Medication Management|Mobility Assistance|Physiotherapy|Rehabilitation|Meal Preparation|Mental Health Support,Dhaka,Tejgaon,"90, Tejgaon",23.76057,90.382579,মহিলা,https://api.dicebear.com/7.x/avataaars/svg?seed=nV87prFR,True,True,True,4.58,96,518,2025-10-24T18:00:15.352Z
aeb71ced-c83f-4321-8c30-4e88d5af18ea,e00728d9-9e69-4b73-a89a-d56a989464f6,রুমানা হক,kennedi.mcdermott@yahoo.com,+8801666259476,73963542541201,9,Palliative Care|Personal Care|Companionship|Blood Pressure Monitoring|Meal Preparation|Medication Management|Mental Health Support|Post-Surgery Care,Dhaka,Motijheel,"194, Motijheel",23.727107,90.426497,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=FUWKPYBt,True,True,True,4.81,35,560,2025-02-08T18:00:15.352Z
9e68430d-1220-4074-b5dd-984b3b7954ab,93387be9-a1db-4779-9711-ac7ec4eec8b4,রেহানা পারভীন,laurianne72@hotmail.com,+8801335133389,92996951853548,10,Diabetes Care|Mental Health Support|Post-Surgery Care|Medication Management|Mobility Assistance|Physiotherapy|Nursing,Dhaka,Uttara,"107, Uttara",23.882707,90.381215,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=D57fuO8q,True,True,True,4.54,74,526,2025-07-17T18:00:15.353Z
63c00d2f-b50c-4c2b-95a7-5e7cad099ef6,8bea2664-19a6-4a68-b743-d6fcc1d47d43,শাহ মিয়া,freeman_leffler37@yahoo.com,+8801873771080,01414695196295,8,Rehabilitation|Post-Surgery Care|Blood Pressure Monitoring|Personal Care|Palliative Care|Mental Health Support|Dementia Care,Dhaka,Tejgaon,"159, Tejgaon",23.763993,90.384697,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=yOb4U5Ar,True,True,True,4.71,34,534,2024-12-21T18:00:15.353Z
3841ebb1-0779-4101-ad6b-75acdf3ee6b9,db13de41-89bf-402b-972c-446a09fb5e94,শাহনাজ আক্তার,vaughn.beatty42@gmail.com,+8801437618179,61917128483684,10,Diabetes Care|Personal Care|Wound Care|Nursing|Physiotherapy,Dhaka,Rampura,"37, Rampura",23.756397,90.417141,মহিলা,https://api.dicebear.com/7.x/avataaars/svg?seed=RW3AjbHz,True,True,True,4.53,118,557,2025-06-10T18:00:15.353Z
6913b8d1-d1db-4b93-9b3b-2ee608690e7b,6dfcec88-e110-44fd-87b8-8211ab45c638,মাহমুদা চৌধুরী,hobart_hoeger@gmail.com,+8801369287751,25964340347910,10,Dementia Care|Rehabilitation|Physiotherapy|Blood Pressure Monitoring|Mobility Assistance,Dhaka,Shyamoli,"94, Shyamoli",23.771381,90.371537,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=vH5GCBQ4,True,True,True,4.52,100,528,2025-09-14T18:00:15.353Z
811df267-6a3d-4cc9-892c-ac6c919b7276,29a242bc-e9ef-4352-b239-4eddc250d79b,আয়েশা খান,anissa_hilpert67@gmail.com,+8801830271498,61252787168650,3,Blood Pressure Monitoring|Companionship|Mental Health Support|Palliative Care,Dhaka,Khilgaon,"86, Khilgaon",23.746564,90.421711,পুরুষ,https://api.dicebear.com/7.x/avataaars/svg?seed=kd5ireaQ,True,True,True,4.02,89,431,2025-07-14T18:00:15.353Z
